iso3,year,crisis_next_12m,banking_crisis_next_12m,debt_crisis_next_12m,crisis_any,banking_crisis,currency_crisis,debt_crisis,inflation,gdp_growth,unemployment,real_interest_rate_10y
AGO,1994.0,1.0,1.0,1.0,1,1,0,1,3.9183045111668284,1.33936343648007,2.065061650175747,3.5351682466666667
AGO,1995.0,1.0,1.0,1.0,1,1,0,1,5.150142804680441,15.0000000288633,2.0888139131103096,3.3100514933333334
AGO,1996.0,1.0,1.0,1.0,1,1,0,1,5.730279561750082,13.5443697551025,2.112321330814826,3.1400511850000004
AGO,1997.0,1.0,1.0,1.0,1,1,0,1,2.43581457476081,7.27427735460373,2.1355892463713104,3.199334816666666
AGO,1998.0,1.0,0.0,1.0,1,1,0,1,1.8135686435965654,4.69114645093552,2.1586228261567957,2.626002385
AGO,1999.0,1.0,0.0,1.0,1,0,0,1,2.55047940986837,2.18148971840462,2.1814270676299294,2.8869701641666663
AGO,2000.0,1.0,0.0,1.0,1,0,0,1,2.8058355170002254,3.05462423430785,2.204006806690813,3.1165892308333336
AGO,2001.0,1.0,0.0,1.0,1,0,0,1,2.112577565502376,4.20599855619506,2.2263667246418786,2.237447555
AGO,2002.0,1.0,0.0,1.0,1,0,0,1,1.8259438330302407,13.6656887608562,2.248511354775625,2.0336032691666666
AGO,2003.0,0.0,0.0,0.0,1,0,0,1,1.740907445420899,3.48731240097521,2.270445088613052,1.4457960183333334
AGO,2004.0,0.0,0.0,0.0,0,0,0,0,1.1125928459752297,11.4198633904585,2.2921721818148453,1.7008579225
AGO,2005.0,0.0,0.0,0.0,0,0,0,0,0.6696871437781471,14.1547775343954,1.9405421758701629,1.8895054916666665
AGO,2006.0,0.0,0.0,0.0,0,0,0,0,0.3282772830216245,11.8418178757044,1.5238325634515146,2.2836022075
AGO,2007.0,0.0,0.0,0.0,0,0,0,0,0.27955630220762223,13.0026889457975,1.0091118313749887,2.0393217333333333
AGO,2008.0,0.0,0.0,0.0,0,0,0,0,0.29020357643451045,10.7866360496581,0.3280210751090268,1.3017102483333334
AGO,2009.0,0.0,0.0,0.0,0,0,0,0,0.3470536103528721,1.99558909788963,-0.707942753850052,1.0468915
AGO,2010.0,0.0,0.0,0.0,0,0,0,0,0.3786207630082866,5.29366572819954,0.6429286980899638,0.8691600608333333
AGO,2011.0,0.0,0.0,0.0,0,0,0,0,0.3361651826103217,3.59386960240222,1.644128774067807,0.5260605291666667
AGO,2012.0,0.0,0.0,0.0,0,0,0,0,0.17846805955849798,8.50312283866612,1.365264643398707,-0.0132494616666666
AGO,2013.0,0.0,0.0,0.0,0,0,0,0,0.09077881780707739,4.88306129688392,1.0453409492591301,0.2878436908333333
AGO,2014.0,0.0,0.0,0.0,0,0,0,0,-0.009282419969697248,4.65572356315585,0.6687325011354506,0.61196865
AGO,2015.0,0.0,0.0,0.0,0,0,0,0,0.12587416105837498,0.763177710914789,0.6687325011354506,0.5890241975
ARG,1960.0,1.0,0.0,1.0,1,0,0,1,-0.11482597086615899,5.42784287621933,-0.38570189128515603,6.9346889958333335
ARG,1961.0,1.0,0.0,1.0,1,0,0,1,-0.11482597086615899,5.42784287621933,-0.38570189128515603,6.9346889958333335
ARG,1962.0,1.0,0.0,1.0,1,0,0,1,-0.11482597086615899,-0.852021521903339,-0.38570189128515603,6.9346889958333335
ARG,1963.0,1.0,0.0,1.0,1,0,0,1,-0.11482597086615899,-5.30819682539126,-0.38570189128515603,6.9346889958333335
ARG,1964.0,1.0,0.0,1.0,1,0,0,1,-0.11482597086615899,10.1302976615431,-0.38570189128515603,6.9346889958333335
ARG,1965.0,0.0,0.0,0.0,1,0,0,1,-0.11482597086615899,10.5694333376394,-0.38570189128515603,6.9346889958333335
ARG,1966.0,0.0,0.0,0.0,0,0,0,0,-0.11482597086615899,-0.659726170629824,-0.38570189128515603,6.9346889958333335
ARG,1967.0,0.0,0.0,0.0,0,0,0,0,-0.11482597086615899,3.19199662339177,-0.38570189128515603,6.9346889958333335
ARG,1968.0,0.0,0.0,0.0,0,0,0,0,-0.11482597086615899,4.82250077932424,-0.38570189128515603,6.9346889958333335
ARG,1969.0,0.0,0.0,0.0,0,0,0,0,-0.11482597086615899,9.67952601078326,-0.38570189128515603,6.9346889958333335
ARG,1970.0,0.0,0.0,0.0,0,0,0,0,-0.11482597086615899,3.04564331917115,-0.38570189128515603,6.9346889958333335
ARG,1971.0,0.0,0.0,0.0,0,0,0,0,-0.11482597086615899,5.65813108184925,-0.06420046955231609,6.9346889958333335
ARG,1972.0,0.0,0.0,0.0,0,0,0,0,-0.11482597086615899,1.62841651825939,0.07877482732654643,6.9346889958333335
ARG,1973.0,0.0,0.0,0.0,0,0,0,0,-0.11482597086615899,2.81175403849035,-0.1656050452645353,6.9346889958333335
ARG,1974.0,0.0,0.0,0.0,0,0,0,0,-0.11482597086615899,5.5338043957736,-0.8445807248221713,6.9346889958333335
ARG,1975.0,0.0,0.0,0.0,0,0,0,0,-0.11482597086615899,-0.0284121037110907,-1.3059959666306669,6.9346889958333335
ARG,1976.0,0.0,0.0,0.0,0,0,0,0,-0.11482597086615899,-2.01825151683394,-0.47514861648236345,6.9346889958333335
ARG,1977.0,0.0,0.0,0.0,0,0,0,0,-0.11482597086615899,6.93414775653342,-1.0817793229562096,6.9346889958333335
ARG,1978.0,0.0,0.0,0.0,0,0,0,0,-0.11482597086615899,-4.50612480201359,-1.0817793229562096,6.9346889958333335
ARG,1979.0,1.0,1.0,0.0,0,0,0,0,-0.11482597086615899,10.2227634638681,-1.4552637211980184,6.9346889958333335
ARG,1980.0,1.0,1.0,0.0,1,1,0,0,-0.11482597086615899,1.51878394990179,-1.3059959666306669,6.9346889958333335
ARG,1981.0,1.0,1.0,1.0,1,1,0,0,-0.11482597086615899,-5.18978914135593,-0.47514861648236345,6.9346889958333335
ARG,1982.0,1.0,0.0,1.0,1,1,0,1,-0.11482597086615899,-0.735659159103619,-0.40620397743822995,6.9346889958333335
ARG,1983.0,1.0,0.0,1.0,1,0,0,1,-0.11482597086615899,4.34909327926756,-0.5786165992307736,5.888257380833333
ARG,1984.0,1.0,0.0,1.0,1,0,0,1,-0.11482597086615899,1.57073870182023,-0.7933396781841339,6.6373992375
ARG,1985.0,1.0,0.0,1.0,1,0,0,1,-0.11482597086615899,-5.18902435343904,-0.24525369406715075,5.660392525833333
ARG,1986.0,1.0,0.0,1.0,1,0,0,1,-0.11482597086615899,6.15337706275693,-0.5059150274585937,4.048303089166667
ARG,1987.0,1.0,0.0,1.0,1,0,0,1,-0.11482597086615899,2.70486882770558,-0.24525369406715075,4.218014031666667
ARG,1988.0,1.0,1.0,1.0,1,0,0,1,-0.11482597086615899,-1.08993334133791,-0.06420046955231609,4.452901190833333
ARG,1989.0,1.0,1.0,1.0,1,1,0,1,-0.11482597086615899,-7.15694965597953,0.23358350767421485,4.4047298725
ARG,1990.0,1.0,0.0,1.0,1,1,0,1,-0.11482597086615899,-2.46721377810472,0.18183997983854328,4.3208969375
ARG,1991.0,1.0,0.0,1.0,1,0,0,1,-0.11482597086615899,9.13311056738961,-0.20768015184108565,3.9339278958333335
ARG,1992.0,1.0,0.0,1.0,1,0,0,1,-0.11482597086615899,7.93729155643076,0.02281374224678719,3.38244437
ARG,1993.0,0.0,0.0,0.0,1,0,0,1,-0.11482597086615899,8.20697907221228,0.7565250752858184,2.7144275875
ARG,1994.0,1.0,1.0,0.0,0,0,0,0,-0.11482597086615899,5.83620070368526,1.014024882673158,3.5351682466666667
ARG,1995.0,1.0,1.0,0.0,1,1,0,0,-0.11482597086615899,-2.84520961057079,1.8556041932558003,3.3100514933333334
ARG,1996.0,0.0,0.0,0.0,1,1,0,0,-0.11482597086615899,5.52668982715234,1.6809765597341928,3.1400511850000004
ARG,1997.0,0.0,0.0,0.0,0,0,0,0,-0.11482597086615899,8.1110467707457,1.4200287876491668,3.199334816666666
ARG,1998.0,0.0,0.0,0.0,0,0,0,0,-0.11482597086615899,3.85017885156228,1.1402069476730785,2.626002385
ARG,1999.0,0.0,0.0,0.0,0,0,0,0,-0.11482597086615899,-3.38545704063269,1.3248175941401072,2.8869701641666663
ARG,2000.0,1.0,1.0,1.0,0,0,0,0,-0.11482597086615899,-0.78899893905691,1.44169941004096,3.1165892308333336
ARG,2001.0,1.0,1.0,1.0,1,1,0,1,-0.11482597086615899,-4.40883968258557,1.703433939215484,2.237447555
ARG,2002.0,1.0,1.0,1.0,1,1,0,1,-0.11482597086615899,-10.8944848285903,1.9327942143076657,2.0336032691666666
ARG,2003.0,1.0,0.0,1.0,1,1,0,1,-0.11482597086615899,8.83704079576924,1.484407670689712,1.4457960183333334
ARG,2004.0,1.0,0.0,1.0,1,0,0,1,-0.11482597086615899,9.02957330068152,1.2570326276640118,1.7008579225
ARG,2005.0,0.0,0.0,0.0,1,0,0,1,-0.11482597086615899,8.85165992013437,0.9765999568658452,1.8895054916666665
ARG,2006.0,0.0,0.0,0.0,0,0,0,0,-0.11482597086615899,8.04715150043027,0.7528916282440075,2.2836022075
ARG,2007.0,0.0,0.0,0.0,0,0,0,0,-0.11482597086615899,9.00765087504757,0.4684806784218469,2.0393217333333333
ARG,2008.0,0.0,0.0,0.0,0,0,0,0,-0.11482597086615899,4.05723310346406,0.34477261858123637,1.3017102483333334
